2011-11-23 16:13:27,892 Starting DroneDriver
2011-11-23 16:13:37,640 vel_x, Err, -39.000000, P, -0.039000, I, 0.000000, D, 0.000000, PID, -0.039000
2011-11-23 16:13:37,640 vel_y, Err, 1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:37,681 vel_x, Err, -27.000000, P, -0.027000, I, 0.000000, D, 0.000029, PID, -0.026971
2011-11-23 16:13:37,681 vel_y, Err, 7.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:37,730 vel_x, Err, -19.000000, P, -0.019000, I, 0.000000, D, 0.000016, PID, -0.018984
2011-11-23 16:13:37,731 vel_y, Err, 11.000000, P, 0.011000, I, 0.000000, D, 0.000007, PID, 0.011007
2011-11-23 16:13:37,781 vel_x, Err, -14.000000, P, -0.014000, I, 0.000000, D, 0.000010, PID, -0.013990
2011-11-23 16:13:37,781 vel_y, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000006, PID, 0.014006
2011-11-23 16:13:37,827 vel_x, Err, -8.000000, P, -0.008000, I, 0.000000, D, 0.000013, PID, -0.007987
2011-11-23 16:13:37,828 vel_y, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000002, PID, 0.015002
2011-11-23 16:13:38,006 vel_x, Err, 4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:38,006 vel_y, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000001, PID, 0.017001
2011-11-23 16:13:38,054 vel_x, Err, 4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:38,054 vel_y, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.000002, PID, 0.015998
2011-11-23 16:13:38,230 vel_x, Err, 7.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:38,231 vel_y, Err, 10.000000, P, 0.010000, I, 0.000000, D, -0.000003, PID, 0.009997
2011-11-23 16:13:38,256 vel_x, Err, 11.000000, P, 0.011000, I, 0.000000, D, 0.000004, PID, 0.011004
2011-11-23 16:13:38,256 vel_y, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.000012, PID, 0.006988
2011-11-23 16:13:38,331 vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000005, PID, 0.015005
2011-11-23 16:13:38,332 vel_y, Err, 5.000000, P, 0.005000, I, 0.000000, D, -0.000003, PID, 0.004997
2011-11-23 16:13:38,380 vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000008, PID, 0.019008
2011-11-23 16:13:38,381 vel_y, Err, 4.000000, P, 0.004000, I, 0.000000, D, -0.000002, PID, 0.003998
2011-11-23 16:13:38,428 vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.000006, PID, 0.022006
2011-11-23 16:13:38,429 vel_y, Err, 2.000000, P, 0.002000, I, 0.000000, D, -0.000004, PID, 0.001996
2011-11-23 16:13:38,478 vel_x, Err, 26.000000, P, 0.026000, I, 0.000000, D, 0.000008, PID, 0.026008
2011-11-23 16:13:38,478 vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, -0.000004, PID, -0.000004
2011-11-23 16:13:38,528 vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, 0.000004, PID, 0.028004
2011-11-23 16:13:38,528 vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:38,606 vel_x, Err, 26.000000, P, 0.026000, I, 0.000000, D, -0.000003, PID, 0.025997
2011-11-23 16:13:38,606 vel_y, Err, -6.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:38,654 vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, -0.000006, PID, 0.022994
2011-11-23 16:13:38,654 vel_y, Err, -9.000000, P, -0.009000, I, 0.000000, D, -0.000005, PID, -0.009005
2011-11-23 16:13:38,706 vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, -0.000008, PID, 0.018992
2011-11-23 16:13:38,706 vel_y, Err, -13.000000, P, -0.013000, I, 0.000000, D, -0.000008, PID, -0.013008
2011-11-23 16:13:38,757 vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, -0.000010, PID, 0.013990
2011-11-23 16:13:38,757 vel_y, Err, -15.000000, P, -0.015000, I, 0.000000, D, -0.000004, PID, -0.015004
2011-11-23 16:13:38,805 vel_x, Err, 9.000000, P, 0.009000, I, 0.000000, D, -0.000010, PID, 0.008990
2011-11-23 16:13:38,805 vel_y, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
2011-11-23 16:13:38,855 vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.000004, PID, 0.006996
2011-11-23 16:13:38,855 vel_y, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
2011-11-23 16:13:38,906 vel_x, Err, 5.000000, P, 0.005000, I, 0.000000, D, -0.000004, PID, 0.004996
2011-11-23 16:13:38,906 vel_y, Err, -14.000000, P, -0.014000, I, 0.000000, D, 0.000002, PID, -0.013998
2011-11-23 16:13:38,953 vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, -0.000004, PID, 0.002996
2011-11-23 16:13:38,954 vel_y, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.000004, PID, -0.011996
2011-11-23 16:13:39,028 vel_x, Err, 0.000000, P, 0.000000, I, 0.000000, D, -0.000004, PID, -0.000004
2011-11-23 16:13:39,028 vel_y, Err, -9.000000, P, -0.009000, I, 0.000000, D, 0.000004, PID, -0.008996
2011-11-23 16:13:39,078 vel_x, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,079 vel_y, Err, -7.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,128 vel_x, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,128 vel_y, Err, -6.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,180 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,180 vel_y, Err, -5.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,253 vel_x, Err, -5.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,254 vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,356 vel_x, Err, -4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,356 vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,405 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,405 vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,455 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,455 vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,505 vel_x, Err, -4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,505 vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,556 vel_x, Err, -4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,556 vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,603 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,603 vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,653 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,653 vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,728 vel_x, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,728 vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,778 vel_x, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,778 vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,828 vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,828 vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,881 vel_x, Err, -6.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,881 vel_y, Err, -5.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:39,953 vel_x, Err, -8.000000, P, -0.008000, I, 0.000000, D, -0.000001, PID, -0.008001
2011-11-23 16:13:39,953 vel_y, Err, -5.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:40,003 vel_x, Err, -9.000000, P, -0.009000, I, 0.000000, D, -0.000002, PID, -0.009002
2011-11-23 16:13:40,003 vel_y, Err, -6.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
2011-11-23 16:13:40,053 vel_x, Err, -10.000000, P, -0.010000, I, 0.000000, D, -0.000002, PID, -0.010002
